passenger_class,name,age,embarked,destination,sex,survive
3rd,"Andersson,MasterSigvardHaraldElias",4,Southampton,"SwedenWinnipeg,MN",male,no
3rd,"Andreasson,MrPaulEdvin",20,Southampton,"SwedenChicago,IL",male,no
3rd,"Angheloff,MrMinko",26,Southampton,"BulgariaChicago,IL",male,no
3rd,"Arnold,MrJosef",25,Southampton,"Altdorf,Switzerland",male,no
3rd,"Arnold,MrsJosef(JosephineFrank)",18,Southampton,"Altdorf,Switzerland",female,no
3rd,"Aronsson,MrErnstAxelAlgot",24,Southampton,"SwedenJoliet,IL",male,no
3rd,"Asim,MrAdola",35,Southampton,NA,male,no
3rd,"Asplund,MrCarlOscarVilhelmGustafsson",40,Southampton,"SwedenWorcester,MA",male,no
3rd,"Asplund,MrsCarlOscar(SelmaAugustaJohansson)",38,Southampton,"SwedenWorcester,MA",female,yes
3rd,"Asplund,MasterCarlEdgar",5,Southampton,"SwedenWorcester,MA",male,no
3rd,"Asplund,MasterClarenceGustafHugo",9,Southampton,"SwedenWorcester,MA",male,no
3rd,"Aspland,MasterEdvinRojjFelix",3,Southampton,"SwedenWorcester,MA",male,yes
3rd,"Asplund,MasterFilipOscar",13,Southampton,"SwedenWorcester,MA",male,no
3rd,"Asplund,MrJohnCharles",23,Southampton,"Oskarshamn,SwedenMinneapolis,MN",male,yes
3rd,"Asplund,MissLillianGertrud",5,Southampton,"SwedenWorcester,MA",female,yes
3rd,"Assaf,MrGerios",NA,Cherbourg,"Ottawa,ON",male,no
3rd,"Assaf,MrsMariana",45,Cherbourg,"Ottawa,ON",female,yes
3rd,"Assam,MrAli",23,Southampton,NA,male,no
3rd,"Attalah,MissMalaka",17,Cherbourg,NA,female,no
3rd,"Attala(Kalil),MrSolomon",27,Cherbourg,"Ottawa,ON",male,no
3rd,"Augustsson,MrAlbert",23,Southampton,"Krakoryd,SwedenBloomington,IL",male,no
3rd,"Baccos,MrRafoul",20,Cherbourg,NA,male,no
3rd,"Backstrom,MrKarlAlfred",32,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",male,no
3rd,"Backstrom,MrsKarlAlfred(MariaMathildaGustafsson)",33,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",female,yes
3rd,"Baclini,MissEugenie",3,Cherbourg,"SyriaNewYork,NY",female,yes
3rd,"Baclini,MissHelene",NA,Cherbourg,"SyriaNewYork,NY",female,yes
3rd,"Baclini,MissMaria",NA,Cherbourg,"SyriaNewYork,NY",female,yes
3rd,"Baclini,MrsSolomon(Latifa)",NA,Cherbourg,"SyriaNewYork,NY",female,yes
3rd,"Badman,MissEmilyLouisa",18,Southampton,"LondonSkanteales,NY",female,yes
3rd,"Badt,MrMohamed",40,Cherbourg,NA,male,no
3rd,"Balkic,MrCerin",26,Southampton,NA,male,no
3rd,"Banoura,MissAyout",15,Cherbourg,"SyriaYoungstown,OH",female,yes
3rd,"Barbara,MrsCatherine",45,Cherbourg,"SyriaOttawa,ON",female,no
3rd,"Barbara,MissSaude",18,Cherbourg,"SyriaOttawa,ON",female,no
3rd,"Barry,MissJulia",27,Queenstown,"NewYork,NY",female,no
3rd,BartonMrDavid,22,Southampton,"EnglandNewYork,NY",male,no
3rd,"Beavan,MrWilliamThomas",19,Southampton,England,male,no
3rd,"Bengtsson,MrJohnViktor",26,Southampton,"Krakudden,SwedenMoune,IL",male,no
3rd,Berglund.MrKarlIvarSven,22,Southampton,"Tranvik,FinlandNewYork",male,no
3rd,"Betros,MrTannous",20,Cherbourg,Syria,male,no
3rd,"Bing,MrLee",32,Southampton,"HongKongNewYork,NY",male,yes
3rd,"Birkeland,MrHans",21,Southampton,"Brennes,NorwayNewYork",male,no
3rd,"Bjorklund,ErnstHerbert",18,Southampton,"Stockholm,SwedenNewYork",male,no
3rd,"Bostandyeff,MrGuentcho",26,Southampton,"BulgariaChicago,IL",male,no
3rd,"Boulos,MasterAkar",6,Cherbourg,"SyriaKent,ON",male,no
3rd,"Boulos,MrHanna",NA,Cherbourg,Syria,male,no
3rd,"Boulos,MrsJoseph(Sultana)",NA,Cherbourg,"SyriaKent,ON",female,no
3rd,"Boulos,MissLaura",9,Cherbourg,"SyriaKent,ON",female,no
3rd,"Bourke,MrJohn",40,Queenstown,"IrelandChicago,IL",male,no
3rd,"Bourke,MrsJohn(Catherine)",32,Queenstown,"IrelandChicago,IL",female,no
3rd,"Bourke,MissMary",NA,Queenstown,"IrelandChicago,IL",female,no
3rd,"Bowen,MrDavid",26,Southampton,"Treherbert,Cardiff,Wales",male,no
3rd,"Bradley,MissBridgetDelia",18,Queenstown,"Kingwilliamstown,CoCork,IrelandGlensFalls,NY",female,yes
3rd,"Braf,MissElinEsterMaria",20,Southampton,"Medeltorp,SwedenChicago,IL",female,no
3rd,"Brahim,MrYoussef",NA,Cherbourg,NA,male,no
3rd,"Braund,MrLewisRichard",29,Southampton,"Bridgerule,Devon",male,no
3rd,"Braund,MrOwenHarris",22,Southampton,"Bridgerule,Devon",male,no
3rd,"Brobek,MrKarlRudolf",22,Southampton,"SwedenWorcester,MA",male,no
3rd,"Brocklebank,MrWilliamAlfred",35,Southampton,"Broomfield,Chelmsford,England",male,no
3rd,"Buckley,MrDaniel",21,Queenstown,"Kingwilliamstown,CoCork,IrelandNewYork,NY",male,yes
3rd,"Buckley,MissKatherine",20,Queenstown,"CoCork,IrelandRoxbury,MA",female,no
3rd,"Burke,MrJeremiah",19,Queenstown,"CoCork,IrelandCharlestown,MA",male,no
3rd,"Burns,MissMaryDelia",18,Queenstown,"CoSligo,IrelandNewYork,NY",female,no
3rd,"Cacic,MrGrego",18,Southampton,Croatia,male,no
3rd,"Cacic,MrLuka",38,Southampton,Croatia,male,no
3rd,"Cacic,MrManda",NA,Southampton,Croatia,male,no
3rd,"Cacic,MrMaria",30,Southampton,Croatia,male,no
3rd,"Calic,MrPeter",17,Southampton,NA,male,no
3rd,"Canavan,MissMary",21,Queenstown,NA,female,no
3rd,"Canavan,MrPatrick",21,Queenstown,"IrelandPhiladelphia,PA",male,no
3rd,"Cann,MrErnest",21,Southampton,NA,male,no
3rd,"Caram(Kareem),MrJoseph",NA,Cherbourg,"Ottawa,ON",male,no
3rd,"Caram(Kareem),MrsJoseph(MariaElias)",NA,Cherbourg,"Ottawa,ON",female,no
3rd,"Carlsson,MrCarlRobert",24,Southampton,"Goteborg,SwedenHuntley,IL",male,no
3rd,"Carlsson,MrFransOlof",33,Southampton,"NewYork,NY",male,no
3rd,"Carlsson,MrJulius",33,Southampton,NA,male,no
3rd,"Carlsson,MrAugustSigfrid",28,Southampton,"Dagsas,SwedenFower,MN",male,no
3rd,"Carr,MissHelen",16,Queenstown,"CoLongford,IrelandNewYork,NY",female,yes
3rd,"Carr,MissJeannie",37,Queenstown,"CoSligo,IrelandHartford,CT",female,no
3rd,"Carver,MrAlfredJohn",28,Southampton,"StDenys,Southampton,Hants",male,no
3rd,"Cassem,MrNassefBelmenly",NA,Cherbourg,"SyriaFredericksburg,VA",male,yes
3rd,"Celotti,MrFrancesco",24,Southampton,London,male,no
3rd,"Chartens,MrDavid",21,Southampton,"IrelandNewYork,NY",male,no
3rd,"Chebab,MrEmirFarres",NA,Cherbourg,NA,male,no
3rd,"Chip,MrChang",32,Southampton,"HongKongNewYork,NY",male,no
3rd,"Christmann,MrEmil",29,Southampton,NA,male,no
3rd,"Chronopoulos,MrApostolos",26,Cherbourg,Greece,male,no
3rd,"Chronopoulos,MrDemetrios",18,Cherbourg,Greece,male,no
3rd,"Coelho,MrDomingosFernandes",20,Southampton,Portugal,male,no
3rd,"Cohen,MrGurshon(Gus)",19,Southampton,"LondonBrooklyn,NY",male,yes
3rd,"Colbert,MrPatrick",24,Queenstown,"CoLimerick,IrelandSherbrooke,PQ",male,no
3rd,"Coleff,MrFotio",24,Southampton,NA,male,no
3rd,"Coleff,MrPeyo",36,Southampton,"BulgariaChicago,IL",male,no
3rd,"Conlin,MrThomasHenry",31,Queenstown,"Philadelphia,PA",male,no
3rd,"Connaghton,MrMichael",31,Queenstown,"IrelandBrooklyn,NY",male,no
3rd,"Connolly,MissKate",30,Queenstown,Ireland,female,no
3rd,"Connolly,MissKate",22,Queenstown,Ireland,female,yes
3rd,"Connors,MrPatrick",NA,Queenstown,NA,male,no
3rd,"Cook,MrJacob",43,Southampton,NA,male,no
3rd,"Cor,MrBartol",35,Southampton,Austria,male,no
3rd,"Cor,MrIvan",27,Southampton,Austria,male,no
3rd,"Cor,MrLudovik",19,Southampton,Austria,male,no
3rd,"Corn,MrHarry",30,Southampton,London,male,no
3rd,"Coutts,MrsWilliam(Minnie)",36,Southampton,"EnglandBrooklyn,NY",female,yes
3rd,"Coutts,MasterNeville",3,Southampton,"EnglandBrooklyn,NY",male,yes
3rd,"Coutts,MasterWilliamLeslie",9,Southampton,"EnglandBrooklyn,NY",male,yes
3rd,"Coxon,MrDaniel",59,Southampton,"Merrill,WI",male,no
3rd,"Crease,MrErnestJames",19,Southampton,"Bristol,EnglandCleveland,OH",male,no
3rd,"Cribb,MrJohnHatfield",44,Southampton,"Bournemouth,EnglandNewark,NJ",male,no
3rd,"Cribb,MissLauraAlice",17,Southampton,"Bournemouth,EnglandNewark,NJ",female,yes
3rd,"Daher,MrTannous",NA,Cherbourg,NA,male,no
3rd,"Dahl,MrCharlesEdward",45,Southampton,"AustraliaFingal,ND",male,yes
3rd,"Dahlberg,MissGerdaUlrika",22,Southampton,"Norrlot,SwedenChicago,IL",female,no
3rd,"Dakic,MrBranko",19,Southampton,Austria,male,no
3rd,"Daly,MrEugene",29,Queenstown,"CoAthlone,IrelandNewYork,NY",male,yes
3rd,"Daly,MissMarcella",30,Queenstown,"CoAthlone,IrelandNewYork,NY",female,yes
3rd,"Danbom,MrErnstGilbert",34,Southampton,"Stanton,IA",male,no
3rd,"Danbom,MrsErnstGilbert(AnnaSigridMariaBrogren)",28,Southampton,"Stanton,IA",female,no
3rd,"Danbom,MasterGilbertSigvardEmanuel",0.3333,Southampton,"Stanton,IA",male,no
3rd,"Danoff,MrYoto",27,Southampton,"BulgariaChicago,IL",male,no
3rd,"Dantchoff,MrKhristo",25,Southampton,"BulgariaChicago,IL",male,no
3rd,"Davies,MrAlfred",24,Southampton,"WestBromwich,EnglandPontiac,MI",male,no
3rd,"Davies,MrEvan",22,Southampton,NA,male,no
3rd,"Davies,MrJohn",21,Southampton,"WestBromwich,EnglandPontiac,MI",male,no
3rd,"Davies,MrJoseph",17,Southampton,"WestBromwich,EnglandPontiac,MI",male,no
3rd,"Davison,MrThomasHenry",NA,Southampton,"Liverpool,EnglandBedford,OH",male,no
3rd,"Davison,MrsThomasHenry(MaryFinck)",NA,Southampton,"Liverpool,EnglandBedford,OH",female,yes
3rd,"Dean,MrBertram",26,Southampton,"Devon,EnglandWichita,KS",male,no
3rd,"Dean,MrsBertram(Eva)",33,Southampton,"Devon,EnglandWichita,KS",female,yes
3rd,"Dean,MasterBertramVere",1,Southampton,"Devon,EnglandWichita,KS",male,yes
3rd,"Dean,MissElizabethGladys(Millvena)",0.1667,Southampton,"Devon,EnglandWichita,KS",female,yes
3rd,"Delalic,MrRegyo",25,Southampton,NA,male,no
3rd,"DeMessemaeker,MrWilliamJoseph",36,Southampton,"Tampico,MT",male,yes
3rd,"DeMessemaeker,MrsWilliamJoseph(Anna)",36,Southampton,"Tampico,MT",female,yes
3rd,"DeMulder,MrTheo",30,Southampton,"BelgiumDetroit,MI",male,yes
3rd,"Denkoff,MrMito",NA,Southampton,"BulgariaCoonRapids,IA",male,no
3rd,"Dennis,MrSamuel",23,Southampton,NA,male,no
3rd,"Dennis,MrWilliam",26,Southampton,NA,male,no
3rd,"Devaney,MissMargaret",19,Queenstown,"Kilmacowen,CoSligo,IrelandNewYork,NY",female,yes
3rd,"Dewan,MrFrank",65,Queenstown,NA,male,no
3rd,"Dibo,MrElias",NA,Cherbourg,NA,male,no
3rd,"Dimic,MrJovan",42,Southampton,NA,male,no
3rd,"Dintcheff,MrValtcho",43,Southampton,NA,male,no
3rd,"Dooley,MrPatrick",32,Queenstown,"IrelandNewYork,NY",male,no
3rd,"Dorkings,MrEdwardArthur",19,Southampton,"EnglandOglesby,IL",male,yes
3rd,"Dowdell,MissElizabeth",30,Southampton,"UnionHill,NJ",female,yes
3rd,"Doyle,MissElizabeth",24,Queenstown,"IrelandNewYork,NY",female,no
3rd,"Drapkin,MissJennie",23,Southampton,"LondonNewYork,NY",female,yes
3rd,"Drazonovic,MrJosef",NA,Cherbourg,"AustriaNiagaraFalls,NY",male,no
3rd,"Driscoll,MissBridget",24,Queenstown,"Ballydehob,CoCork,IrelandNewYork,NY",female,yes
3rd,"Duquemin,MrJoseph",24,Southampton,"EnglandAlbion,NY",male,yes
3rd,"Dyker,MrAdolfFredrik",23,Southampton,"WestHaven,CT",male,no
3rd,"Dyker,MrsAdolfFredrik(AnnaElizabethJudithAndersson)",22,Southampton,"WestHaven,CT",female,yes
3rd,"Econovic,MrJoso",NA,Southampton,Austria-Hungary,male,no
3rd,"Edvardsson,MrGustafHjalmar",18,Southampton,"Tofta,SwedenJoliet,IL",male,no
3rd,"Eklund,MrHansLinus",16,Southampton,"Karberg,SwedenJeromeJunction,AZ",male,no
3rd,"Ekstrom,MrJohan",45,Southampton,"EffingtonRut,SD",male,no
3rd,"Elias,MrElias",NA,Cherbourg,Syria,male,no
3rd,"Elias,MrJohn",NA,Cherbourg,Syria,male,no
3rd,"Elias,MrJoseph",NA,Cherbourg,"SyriaOttawa,ON",male,no
3rd,"Elsbury,MrJames",47,Southampton,"Illinois,USA",male,no
3rd,"Emanuel,MissVirginiaEthel",5,Southampton,"NewYork,NY",female,yes
3rd,"Emmeth,MrThomas",NA,Southampton,NA,male,no
3rd,"Everett,ThomasJames",NA,Southampton,NA,male,no
3rd,"Farrell,MrJames",NA,Queenstown,"Aughnacliff,CoLongford,IrelandNewYork,NY",male,no
3rd,"Finoli,MrLuigi",NA,Southampton,"ItalyPhiladelphia,PA",male,yes
3rd,"Fischer,MrEberhardTelander",NA,Southampton,NA,male,no
3rd,"Flynn,MrJames",NA,Queenstown,NA,male,no
3rd,"Flynn,MrJohn",NA,Queenstown,NA,male,no
3rd,"Foley,MrJoseph",NA,Queenstown,"IrelandChicago,IL",male,no
3rd,"Foley,MrWilliam",NA,Queenstown,Ireland,male,no
3rd,"Foo,MrChoong",NA,Southampton,"HongKongNewYork,NY",male,yes
3rd,"Ford,MrArthur",NA,Southampton,"Bridgwater,Somerset,England",male,no
3rd,"Ford,MissDoolinaMargaret",21,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",female,no
3rd,"Ford,MrEdwardWatson",18,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",male,no
3rd,"Ford,MissMaggie",9,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",female,no
3rd,"Ford,MrsEdward(MargaretAnn)",48,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",female,no
3rd,"Ford,MrNeilWatson",16,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",male,no
3rd,"Fox,MrPatrick",NA,Queenstown,"IrelandNewYork,NY",male,no
3rd,"Franklin,MrCharles",NA,Southampton,NA,male,no
3rd,"Gallagher,MrMartin",25,Queenstown,"NewYork,NY",male,no
3rd,"Garfirth,MrJohn",NA,Southampton,NA,male,no
3rd,"Georges,MrsShahiniWeappi",NA,Cherbourg,"Youngstown,OH",female,yes
3rd,"Gilinski,MrLeslie",22,Southampton,NA,male,no
3rd,"Gilnagh,MissKatie",16,Queenstown,"CoLongford,IrelandNewYork,NY",female,yes
3rd,"Glynn,MissMaryAgatha",NA,Queenstown,"CoClare,IrelandWashington,DC",female,yes
3rd,"Goldsmith,MrFrankJohn",33,Southampton,"Strood,Kent,EnglandDetroit,MI",male,no
3rd,"Goldsmith,MrsFrankJohn(EmilyA.Brown)",NA,Southampton,"Strood,Kent,EnglandDetroit,MI",female,yes
3rd,"Goldsmith,MasterFrankJohnWilliam",9,Southampton,"Strood,Kent,EnglandDetroit,MI",male,yes
3rd,"Goldsmith,MrNathan",41,Southampton,"Philadelphia,PA",male,no
3rd,"Goncalves,MrManuelEstanslas",38,Southampton,Portugal,male,no
3rd,"Goodwin,MrFrederick",40,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,no
3rd,"Goodwin,MrsFrederick(Augusta)",43,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",female,no
3rd,"Goodwin,MrCharlesE.",14,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,no
3rd,"Goodwin,MissLillianA.",16,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",female,no
3rd,"Goodwin,MasterHaroldV.",9,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,no
3rd,"Goodwin,MissJessieA.",10,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",female,no
3rd,"Goodwin,MasterSidneyL.",6,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,no
3rd,"Goodwin,MasterWilliamF.",11,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,no
3rd,"Green,MrGeorge",40,Southampton,"Dorking,Surrey,England",male,no
3rd,"Gronnestad,MrDanielDanielsen",32,Southampton,"Foresvik,NorwayPortland,ND",male,no
3rd,"Guest,MrRobert",NA,Southampton,NA,male,no
3rd,"Gustafsson,MrAlfredOssian",20,Southampton,"Waukegan,Chicago,IL",male,no
3rd,"Gustafsson,MrAndersVilhelm",37,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",male,no
3rd,"Gustafsson,MrJohanBirger",28,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",male,no
3rd,"Gustafsson,MrKarlGideon",19,Southampton,"Myren,SwedenNewYork,NY",male,no
3rd,"Haas,MissAloisia",NA,NA,NA,female,no
3rd,"Hagardon,MissKate",NA,NA,NA,female,no
3rd,"Hagland,MrIngvaldOlsen",NA,NA,NA,male,no
3rd,"Hagland,MrKonradMathiasReiersen",NA,NA,NA,male,no
3rd,"Hakkarainen,MrPekkoPietari",NA,NA,NA,male,no
3rd,"Hakkarainen,MrsPekkoPietari",NA,NA,NA,female,yes
3rd,"Hampe,MrLeon",NA,NA,NA,male,no
3rd,"Hansen,MrClausPeter",NA,NA,NA,male,no
3rd,"Hansen,MrsClausPeter",NA,NA,NA,female,yes
3rd,"Hansen,MrHenrikJuul",NA,NA,NA,male,no
3rd,"Hansen,MrHenryDamsgaard",NA,NA,NA,male,no
3rd,"Harknett,MissAlice",NA,NA,NA,female,no
3rd,"Harmer,MrAbraham",NA,NA,NA,male,no
3rd,"Hart,MrHenry",NA,NA,NA,male,no
3rd,"Hassan,MrM.Houssein",NA,NA,NA,male,no
3rd,"Healy,MissNora",NA,NA,NA,female,no
3rd,"Hedman,MrOscar",NA,NA,NA,male,yes
3rd,"Hee,MrLing",NA,NA,NA,male,no
3rd,"Hegarty,MissNora",NA,NA,NA,female,no
3rd,"Heikkinen,MissLaina",NA,NA,NA,female,yes
3rd,"Heininen,MissWendlaMaria",NA,NA,NA,female,no
3rd,"Hellstrom,HildaMaria",NA,NA,NA,female,yes
3rd,"Hemming,MissNora",NA,NA,NA,female,no
3rd,"Hendekovic,MrIgnaz",NA,NA,NA,male,no
3rd,"Henery,Delia",NA,NA,NA,female,no
3rd,"Henriksson,JennyLovisa",NA,NA,NA,female,no
3rd,"Hirvonen,MrsAlexander",NA,NA,NA,female,yes
3rd,"Hirvonen,MissHildurE.",NA,NA,NA,female,no
3rd,"Holm,MrJohnFrederikAlexander",NA,NA,NA,male,no
3rd,"Holthen,MrJohanMartin",NA,NA,NA,male,no
3rd,"Honkanen,MissEluna",NA,NA,NA,female,yes
3rd,"Horgan,MrJohn",NA,NA,NA,male,no
3rd,"Howard,MissMay",NA,NA,NA,female,yes
3rd,"Humblin,MrAdolfMathiasNicolaiOlsen",NA,NA,NA,male,no
3rd,"Hyman,MrAbraham",NA,NA,NA,male,yes
3rd,"Ilieff,MrYlio",NA,NA,NA,male,no
3rd,"Ilmakangas,MissIdaLivija",NA,NA,NA,female,no
3rd,"Ilmakangas,MissPietaSofia",NA,NA,NA,female,no
3rd,"Ivanoff,MrKonio",NA,NA,NA,male,no
3rd,"Jansen,MrCarlOlof",NA,NA,NA,male,yes
3rd,"Jardin,MrJoseNetto",NA,NA,NA,male,no
3rd,"Jensen,MissCarlaChristine",NA,NA,NA,female,yes
3rd,"Jensen,MrHansPeder",NA,NA,NA,male,no
3rd,"Jensen,MrNielsPeder",NA,NA,NA,male,no
3rd,"Jensen,MrSvendLauritz",NA,NA,NA,male,no
3rd,"Jermyn,MissAnnie",NA,NA,NA,female,yes
3rd,"Johannesen-Bratthammer,MrBernt",NA,NA,NA,male,no
3rd,"Johanson,MrJakobAlfred",NA,NA,NA,male,no
3rd,"Johansson,MrErik",NA,NA,NA,male,no
3rd,"Johansson,MrGustaffJoel",NA,NA,NA,male,no
3rd,"Johansson,MrKarlJohan",NA,NA,NA,male,yes
3rd,"Johansson,MrNils",NA,NA,NA,male,no
3rd,"Johansson,OscarL.",NA,NA,NA,male,yes
3rd,"Johnson,MrAlfred",NA,NA,NA,male,no
3rd,"Johnson,MissEleanorIleen",NA,NA,NA,female,yes
3rd,"Johnson,MrMalkolmJoackim",NA,NA,NA,male,no
3rd,"Johnson,MasterHaroldTheodor",NA,NA,NA,male,yes
3rd,"Johnson,MrsOscarW.",NA,NA,NA,female,no
3rd,"Johnson,MrWilliamCahooneJr.",NA,NA,NA,male,no
3rd,"Johnston,MrAndrewG.",NA,NA,NA,male,no
3rd,"Johnston,MrsAndrewG.",NA,NA,NA,female,no
3rd,"Johnston,MissCatherineH.",NA,NA,NA,female,no
3rd,"Johnston,MasterWilliamA.",NA,NA,NA,male,no
3rd,"Jonkoff,MrLazor",NA,NA,NA,male,no
3rd,"Jonsson,MrCarl",NA,NA,NA,male,yes
3rd,"Jonsson,NilsHilding",NA,NA,NA,male,no
3rd,"Jussila,MissAinaMaria",NA,NA,NA,female,no
3rd,"Jussila,MrErik",NA,NA,NA,male,yes
3rd,"Jussila,MissKatriina",NA,NA,NA,female,no
3rd,"Kallio,MrNikolaiErland",NA,NA,NA,male,no
3rd,"Kalvig,MrJohannesK.Halverson",NA,NA,NA,male,no
3rd,"Karajic,MrMilan",NA,NA,NA,male,no
3rd,"Karlsson,MrEinarGervasius",NA,NA,NA,male,yes
3rd,"Karlsson,MrJuliusKonradEugen",NA,NA,NA,male,no
3rd,"Karlsson,MrNilsAugust",NA,NA,NA,male,no
3rd,"Karun,MissAnnaMary",NA,NA,NA,female,yes
3rd,"Karun,MrFranz",NA,NA,NA,male,no
3rd,"Kassem,MrFared",NA,NA,NA,male,no
3rd,"Keane,MrAndrew",NA,NA,NA,male,no
3rd,"Keefe,MrArthur",NA,NA,NA,male,no
3rd,"Kekic,MrTido",NA,NA,NA,male,no
3rd,"Kelly,MissAnnaKate",NA,NA,NA,female,yes
3rd,"Kelly,MrJames",NA,NA,NA,male,no
3rd,"Kelly,MrJames",NA,NA,NA,male,no
3rd,"Kelly,MissMary",NA,NA,NA,female,yes
3rd,"Kennedy,MrJohn",NA,NA,NA,male,no
3rd,"Khalil,MrBetros",NA,NA,NA,male,no
3rd,"Khalil,MrsBetros",NA,NA,NA,female,no
3rd,"Khalil,MrSaad",NA,NA,NA,male,no
3rd,"Kiernan,MrJohn",NA,NA,NA,male,no
3rd,"Kiernan,MrPhilip",NA,NA,NA,male,no
3rd,"Kilgannon,MrThomas",NA,NA,NA,male,no
3rd,"Kink,MrAnton",NA,NA,NA,male,yes
3rd,"Kink,MrsAnton(LouiseHeilmann)",NA,NA,NA,female,no
3rd,"Kink,MissLouiseGretchen",NA,NA,NA,female,yes
3rd,"Kink,MissMaria",NA,NA,NA,female,no
3rd,"Kink,MrVincenz",NA,NA,NA,male,no
3rd,"Klasen,MissGertrudEmilia",NA,NA,NA,female,no
3rd,"Klasen,MrsHuldaKristina",NA,NA,NA,female,no
3rd,"Klasen,MrKlasAlbin",NA,NA,NA,male,no
3rd,"Kraeff,MrTheodor",NA,NA,NA,male,no
3rd,"Krekorian,MrNeshan",NA,NA,NA,male,yes
3rd,"Lahowd,MrSarkis",NA,NA,NA,male,no
3rd,"Laitinen,MissKritinaSofia",NA,NA,NA,female,no
3rd,"Laleff,MrKristo",NA,NA,NA,male,no
3rd,"Lam,MrAli",NA,NA,NA,male,yes
3rd,"Lam,MrLen",NA,NA,NA,male,no
3rd,"Landegren,MissAuroraAdelia",NA,NA,NA,female,yes
3rd,"Lane,MrPatrick",NA,NA,NA,male,no
3rd,"Lang,MrFang",NA,NA,NA,male,yes
3rd,"Larsson,MrAugustViktor",NA,NA,NA,male,no
3rd,"Larsson,MrBengtEdvin",NA,NA,NA,male,no
3rd,"Larsson-Rondberg,MrEdvard",NA,NA,NA,male,no
3rd,"Leeni,MrFahim",NA,NA,NA,male,yes
3rd,"Lefebre,MrsFrank",NA,NA,NA,female,no
3rd,"Lefebre,MasterHenry",NA,NA,NA,male,no
3rd,"Lefebre,MissIda",NA,NA,NA,female,no
3rd,"Lefebre,MissJeannie",NA,NA,NA,female,no
3rd,"Lefebre,MissMathilde",NA,NA,NA,female,no
3rd,"Leinonen,MrAnttiGustaf",NA,NA,NA,male,no
3rd,"Lemberopolous,MrPeterL.",NA,NA,NA,male,no
3rd,"Lemom,MrDenis",NA,NA,NA,male,no
3rd,"Lemon,MissMary",NA,NA,NA,female,no
3rd,"Leonard,MrLionel",NA,NA,NA,male,no
3rd,"Lester,MrJames",NA,NA,NA,male,no
3rd,"Lindahl,MissAgdaV.",NA,NA,NA,female,no
3rd,"Lindblom,MissAugustaCharlotta",NA,NA,NA,female,no
3rd,"Lindell,MrEdvardBengtsson",NA,NA,NA,male,no
3rd,"Lindell,MrsEdvardBengtsson",NA,NA,NA,female,no
3rd,"Lindqvist,EinoWilliam",NA,NA,NA,male,yes
3rd,"Linehan,MrMichael",NA,NA,NA,male,no
3rd,"Ling,MrLee",NA,NA,NA,male,no
3rd,"Lithman,MrSimon",NA,NA,NA,male,no
3rd,"Lobb,MrWilliamArthur",NA,NA,NA,male,no
3rd,"Lobb,MrsWilliamArthur",NA,NA,NA,female,no
3rd,"Lockyer,MrEdward",NA,NA,NA,male,no
3rd,"Lovell,MrJohn",NA,NA,NA,male,no
3rd,"Lulich,MrNicola",NA,NA,NA,male,yes
3rd,"Lundahl,MrJohan",NA,NA,NA,male,no
3rd,"Lundin,MissOlgaElida",NA,NA,NA,female,yes
3rd,"Lundstrom,MrThureEdvin",NA,NA,NA,male,no
3rd,"Lyntakoff,MrStanko",NA,NA,NA,male,no
3rd,"MacKay,MrGeorgeWilliam",NA,NA,NA,male,no
3rd,"Madigan,MissMargaret",NA,NA,NA,female,yes
3rd,"Madsen,MrFrithiof",NA,NA,NA,male,no
3rd,"Maenpaa,MrMattiAlexanteri",NA,NA,NA,male,no
3rd,"Mahon,MissDelia",NA,NA,NA,female,no
3rd,"Maisner,MrSimon",NA,NA,NA,male,no
3rd,"Makinen,MrKalleEdvard",NA,NA,NA,male,no
3rd,"Mamee,MrHanna",NA,NA,NA,male,yes
3rd,"Mangan,MissMary",NA,NA,NA,female,no
3rd,"Mannion,MissMargareth",NA,NA,NA,female,yes
3rd,"Mansour,MrHanna",NA,NA,NA,male,no
3rd,"Mardirosian,MrSarkis",NA,NA,NA,male,no
3rd,"Marinko,MrDmitri",NA,NA,NA,male,no
3rd,"Markim,MrJohann",NA,NA,NA,male,no
3rd,"Markoff,MrMarin",NA,NA,NA,male,no
3rd,"Masselmany,MrsFatima",NA,NA,NA,female,yes
3rd,"Matinoff,MrNicola",NA,NA,NA,male,no
3rd,"McCarthy,MissKatie",NA,NA,NA,female,yes
